budget,movie_id,popularity,release_date,revenue,runtime,status,tagline,movie_title,vote_average,vote_count,language,full_original_name,country_short,country_name,release_date_season,oscar_year,year_of_release,award,actor_id,actor,director_id,director_name,genres,keywords,production,release_year,release_month,release_dayofweek,release_year_bins
40000000.0,10315,41.3,2009-10-23,46471023.0,87,Released,Dig the life fantastic!,Fantastic Mr. Fox,7.5,1200,en,English,US,United States of America,Fall,0,0,Non-nominee,1461,George Clooney,5655,Wes Anderson,"Adventure, Animation, Comedy, Family","fox, tree, peasant, revenge, cider, tale, farm life","Twentieth Century Fox Film Corporation, Regency Enterprises, Indian Paintbrush, American Empirical Pictures",2009,10,4,2001-2010
12500000.0,10316,20.3,2011-09-24,75993061.0,101,Released,Ambition seduces. Power corrupts.,The Ides of March,6.5,900,en,English,US,United States of America,Fall,0,0,Non-nominee,30614,Ryan Gosling,1461,George Clooney,Drama,"ohio, politics, dirty tricks, presidential campaign, endorsement, campaign speech, presidential debate","Appian Way, Crystal City Entertainment, Cross Creek Pictures, Exclusive Media Group, Smokehouse Pictures",2011,9,5,2011-2020
28000000.0,10317,12.9,2015-09-11,7002261.0,108,Released,May the best campaign win.,Our Brand Is Crisis,5.8,200,en,English,US,United States of America,Fall,0,0,Non-nominee,18277,Sandra Bullock,64141,David Gordon Green,"Comedy, Drama","bolivia, woman, political campaign, south america, year 2002","Participant Media, Smokehouse Pictures",2015,9,4,2011-2020
50000000.0,10320,32.2,2005-03-17,161451538.0,110,Released,The dead don't sleep.,The Ring Two,5.4,600,en,English,US,United States of America,Spring,0,0,Non-nominee,3489,Naomi Watts,26875,Hideo Nakata,"Drama, Horror, Thriller","nun, based on novel, bath tub, nightmare, son, sequel, remake, vision, good vs evil, woman reporter, mental institution, videotape, evil child","DreamWorks, BenderSpink, Parkes+MacDonald Image Nation",2005,3,3,2001-2010
45000000.0,10327,4.3,2003-07-02,124914842.0,95,Released,Bigger. Bolder. Blonder.,"Legally Blonde 2: Red, White & Blonde",5.1,400,en,English,US,United States of America,Summer,0,0,Non-nominee,368,Reese Witherspoon,76247,Charles Herman-Wurmfeld,Comedy,"washington d.c., boston, chambers of a barrister, tierversuch, lawyer","Type A Films, Marc Platt Productions, Metro-Goldwyn-Mayer (MGM)",2003,7,2,2001-2010
50000000.0,10329,10.8,1995-06-09,152022101.0,109,Released,Where you are the endangered species.,Congo,5.0,200,en,English,US,United States of America,Summer,0,0,Non-nominee,350,Laura Linney,664,Frank Marshall,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller","gorilla, kongo, diamond mine, diamond","Paramount Pictures, Kennedy/Marshall Company, The",1995,6,4,1991-2000
26000000.0,10330,24.3,2003-08-03,110230332.0,97,Released,Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,Freaky Friday,6.0,900,en,English,US,United States of America,Summer,0,0,Non-nominee,8944,Jamie Lee Curtis,54050,Mark Waters,Comedy,"single parent, brother sister relationship, mistake in person, bride, talk show, body exchange, motherly love, high school, mother daughter relationship, wedding, psychiatrist, body-swap, music band, teen comedy, child as an adult, adult as a child","Walt Disney Pictures, Gunn Films, Casual Friday Productions",2003,8,6,2001-2010
114000.0,10331,25.7,1968-10-01,30000000.0,96,Released,"If it doesn't scare you, you're already dead!",Night of the Living Dead,7.5,600,en,English,US,United States of America,Fall,0,0,Non-nominee,97912,Duane Jones,14999,George A. Romero,Horror,"brother sister relationship, cemetery, gun, gas station, loss of father, cellar, house, barricade, zombie, trapped, bitten","Laurel Group, Off Color Films, Image Ten, Market Square Productions",1968,10,1,1951-1970
30000000.0,10333,3.8,1991-12-25,74787599.0,132,Released,"A story about the memories that haunt us, and the truth that sets us free.",The Prince of Tides,5.9,100,en,English,US,United States of America,Winter,1991,1991,Nominee,1733,Nick Nolte,10400,Barbra Streisand,"Drama, Romance","american football, trainer, twin sister, suppressed past, psychiatrist, extramarital affair, woman director",Columbia Pictures,1991,12,2,1991-2000
40000000.0,10336,19.8,1997-07-31,87840042.0,96,Released,Born in darkness. Sworn to justice.,Spawn,5.0,300,en,English,US,United States of America,Summer,0,0,Non-nominee,64856,Michael Jai White,87130,Mark A.Z. Dippé,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller","anti hero, secret agent, fistfight, based on comic book, burn victim","New Line Cinema, Pull Down Your Pants Pictures, Todd McFarlane Entertainment",1997,7,3,1991-2000
4500000.0,10339,5.2,1956-06-27,10400000.0,116,Released,"From the immortal adventure classic...of whaling men, their ships, and the sea!",Moby Dick,6.9,100,en,English,US,United States of America,Summer,0,0,Non-nominee,8487,Gregory Peck,6593,John Huston,"Adventure, Drama","based on novel, captain, boat, obsession, shipwreck, stroke of fate, whale, walrus, revenge","Warner Bros., Moulin Productions Inc.",1956,6,2,1951-1970
30000000.0,10350,5.3,1999-03-11,0.0,100,Released,An action packed thrill ride!,Wing Commander,4.0,100,en,English,LU,Luxembourg,Spring,0,0,Non-nominee,33260,Freddie Prinze Jr.,20305,Christopher Roberts,"Action, Science Fiction","fight, pilot, outer space, based on video game, space opera, space carrier","Carousel Picture Company, The, No Prisoners Productions, Origin Systems Inc., American Entertainment Investors, Wing Commander Productions, Digital Anvil",1999,3,3,1991-2000
0.0,10353,12.3,1998-02-11,0.0,118,Released,They come back!,The Visitors II: The Corridors of Time,5.8,200,fr,French,FR,France,Winter,0,0,Non-nominee,28781,Christian Clavier,64909,Jean-Marie Poiré,"Comedy, Fantasy","mephisto, french revolution, time travel, leap in time, knight, wedding, middle ages","Gaumont, Canal+, France 3 Cinema, Centre National de la Cinématographie (CNC)",1998,2,2,1991-2000
90000000.0,10357,19.8,1997-04-25,0.0,104,Released,The coast is toast,Volcano,5.2,400,en,English,US,United States of America,Spring,0,0,Non-nominee,2176,Tommy Lee Jones,8843,Mick Jackson,"Science Fiction, Action, Drama, Thriller","subway, lava, volcano, volcanologist, los angeles",Twentieth Century Fox Film Corporation,1997,4,4,1991-2000
24000000.0,10358,27.3,2008-09-18,42105111.0,102,Released,What would you do to get out of debt?,Zack and Miri Make a Porno,6.1,700,en,English,US,United States of America,Fall,0,0,Non-nominee,19274,Seth Rogen,19303,Kevin Smith,Comedy,"pornography, love of one's life, platonic love, pornographic video, best friend, sex comedy, best friends in love, aftercreditsstinger, duringcreditsstinger","Blue Askew, View Askew Productions",2008,9,3,2001-2010
45000000.0,10366,14.6,1999-08-05,10667893.0,82,Released,Prepare to become obsolete,Universal Soldier: The Return,4.2,100,en,English,US,United States of America,Summer,0,0,Non-nominee,15111,Jean-Claude Van Damme,18889,Mic Rodgers,"Action, Science Fiction","super computer, computer program, destiny, timebomb","TriStar Pictures, Baumgarten-Prophet Entertainment",1999,8,3,1991-2000
55000000.0,10375,12.7,2002-01-04,6416302.0,96,Released,Survival is a Killer.,D-Tox,5.3,100,en,English,US,United States of America,Winter,0,0,Non-nominee,16483,Sylvester Stallone,33254,Jim Gillespie,"Action, Thriller","alcoholism, serial killer, hospital, police officer, detox",Universal Pictures,2002,1,4,2001-2010
11000000.0,10377,19.2,1992-03-13,64088552.0,120,Released,"Truth, Justice and the Gambini Way",My Cousin Vinny,7.3,400,en,English,US,United States of America,Spring,0,0,Non-nominee,4517,Joe Pesci,21217,Jonathan Lynn,"Comedy, Drama","prison, southern usa, suspicion, cousin, court, lawyer, wrongful arrest","Twentieth Century Fox Film Corporation, Palo Vista Productions, Peter V. Miller Investment Corp.",1992,3,4,1991-2000
90000000.0,10384,5.8,2000-01-14,14828081.0,91,Released,"In the farthest reaches of space, something has gone terribly wrong.",Supernova,4.9,100,en,English,CH,Switzerland,Winter,0,0,Non-nominee,13548,James Spader,1723,Walter Hill,"Horror, Science Fiction, Thriller","black people, starships, future, star, supernova, blast","United Artists, Metro-Goldwyn-Mayer (MGM), Hammerhead Productions, Screenland Pictures",2000,1,4,2001-2010
40000000.0,10385,3.4,2000-02-16,36037909.0,94,Released,Every family has a few hang-ups.,Hanging Up,5.0,0,en,English,DE,Germany,Winter,0,0,Non-nominee,5344,Meg Ryan,3092,Diane Keaton,"Comedy, Drama","sister sister relationship, cheating, amnesia, crisis line, telephone, loss of wife, ex-wife, woman director","Laurence Mark Productions, Columbia Pictures Corporation, Global Entertainment Productions GmbH & Company Medien KG, Nora Ephron Productions",2000,2,2,2001-2010
70000000.0,10386,61.2,1999-08-06,23159305.0,86,Released,It came from outer space!,The Iron Giant,7.6,1400,en,English,US,United States of America,Summer,0,0,Non-nominee,116027,Eli Marienthal,7087,Brad Bird,"Adventure, Animation, Family, Fantasy, Science Fiction","cold war, friendship, giant robot, sitting on a toilet, fear of unknown, 1950s, laxative",Warner Bros. Animation,1999,8,4,1991-2000
10000000.0,10388,8.9,1999-05-15,3193102.0,89,Released,Vengeance knows no boundaries.,The Limey,6.6,100,en,English,US,United States of America,Spring,0,0,Non-nominee,28641,Terence Stamp,1884,Steven Soderbergh,"Action, Crime, Drama, Mystery, Thriller","prison, release from prison, suitcase, record producer, investigation, daughter, loss, revenge, stakeout, ex-con, warehouse, hired killer, narcotics, motel room, neo-noir, 1960s",Artisan Entertainment,1999,5,5,1991-2000
50000000.0,10390,9.6,1999-09-17,0.0,137,Released,Billy Chapel must choose between the woman he loves and the game he lives for.,For Love of the Game,6.3,100,en,English,US,United States of America,Fall,0,0,Non-nominee,1269,Kevin Costner,7623,Sam Raimi,"Drama, Romance","baseball, trainer, career, legend, training, sport","Universal Pictures, Beacon Pictures",1999,9,4,1991-2000
40000000.0,10391,3.3,2000-08-11,0.0,107,Released,Mankind's last hope just turned six.,Bless the Child,4.9,100,en,English,US,United States of America,Summer,0,0,Non-nominee,326,Kim Basinger,26713,Chuck Russell,"Drama, Horror, Thriller, Crime","sister sister relationship, autism, mephisto, satanism, ersatz","Paramount Pictures, Icon Entertainment International, Munich Film Partners & Company (MFP) BTC Productions",2000,8,4,2001-2010
0.0,10393,14.8,2000-08-07,0.0,118,Released,Throw the ball. Catch the girl. Keep it simple.,The Replacements,6.1,200,en,English,US,United States of America,Summer,0,0,Non-nominee,6384,Keanu Reeves,26502,Howard Deutch,Comedy,"american football, strike, sport, coach, misfit, american football player",Warner Bros.,2000,8,0,2001-2010
0.0,10395,13.8,1994-06-17,0.0,125,Released,The animal is out.,Wolf,6.0,200,en,English,US,United States of America,Summer,0,0,Non-nominee,514,Jack Nicholson,5342,Mike Nichols,Fantasy,"adultery, heal, bite, werewolf",Columbia Pictures,1994,6,4,1991-2000
70000000.0,10398,19.4,1999-09-24,177841558.0,105,Released,Murder isn't always a crime.,Double Jeopardy,6.2,300,en,English,CA,Canada,Fall,0,0,Non-nominee,2176,Tommy Lee Jones,5696,Bruce Beresford,"Crime, Drama, Mystery, Thriller","prison, sailboat, sailing trip, new orleans, women's prison, probation, murder hunt",Paramount Pictures,1999,9,4,1991-2000
50000000.0,10400,20.8,1999-09-17,73956241.0,146,Released,His greatest fight was for justice.,The Hurricane,7.2,400,en,English,US,United States of America,Fall,0,0,Non-nominee,5292,Denzel Washington,13563,Norman Jewison,Drama,"prison, boxer, boxing match, boxing school, biography","Universal Pictures, Beacon Communications, Azoff Entertainment",1999,9,4,1991-2000
17000000.0,10402,9.8,1999-12-10,65535067.0,88,Released,He charges $10 but he’s willing to negotiate.,Deuce Bigalow: Male Gigolo,5.5,300,en,English,US,United States of America,Winter,0,0,Non-nominee,60949,Rob Schneider,64151,Mike Mitchell,Comedy,"fish, aquarium, carnival, house, callboy, vacation, illegal prostitution","Happy Madison Productions, Quinta Communications, Touchstone Pictures",1999,12,4,1991-2000
0.0,10413,11.7,1993-01-15,0.0,94,Released,"When the law can't protect the innocent,  the only hero left is an outlaw.",Nowhere to Run,5.5,100,en,English,US,United States of America,Winter,0,0,Non-nominee,15111,Jean-Claude Van Damme,57895,Robert Harmon,"Action, Adventure, Drama, Thriller","prisoner, fight, liberation, shelter",Columbia Pictures,1993,1,4,1991-2000
10000000.0,10414,8.9,1992-10-01,50752337.0,101,Released,They can't skate. They can't win. They can't be serious.,The Mighty Ducks,6.4,200,en,English,US,United States of America,Fall,0,0,Non-nominee,2880,Emilio Estevez,18356,Stephen Herek,"Comedy, Family","sports team, sport, ice hockey, hockey game, winning, feel-good ending, the big game",Walt Disney,1992,10,3,1991-2000
60000000.0,10416,2.3,2000-03-03,0.0,105,Released,"To save his planet, an alien must find a woman on Earth to have his baby. There's just one problem.",What Planet Are You From?,5.4,0,en,English,US,United States of America,Spring,0,0,Non-nominee,52865,Garry Shandling,5342,Mike Nichols,"Comedy, Drama, Romance, Science Fiction","noises, alien life-form, erection, neue frau, alien, reproduction",Columbia Pictures,2000,3,4,2001-2010
22000000.0,10425,12.9,2007-07-23,413454.0,97,Released,"To live a life of his own, he has to die first.",The Death and Life of Bobby Z,5.8,100,en,English,DE,Germany,Summer,0,0,Non-nominee,8167,Paul Walker,27846,John Herzfeld,"Drama, Action, Thriller, Crime","vineyard, rifle, drug trade, violence, shot in the stomach, double cross, estate, face slap, tdrug lord, faked death, baja california, san remo, landfill, gallop, rolling eyes, booby trap, golden gun","Eclectic pictures, Millennium Films",2007,7,0,2001-2010
20000000.0,10426,7.5,2002-11-22,33526835.0,85,Released,The party's back in the 'hood!,Friday After Next,6.0,100,en,English,US,United States of America,Fall,0,0,Non-nominee,9778,Ice Cube,65133,Marcus Raboy,Comedy,"guard, shopping mall, thief, drug",New Line Cinema,2002,11,4,2001-2010
20000000.0,10428,17.8,1995-09-14,7563728.0,107,Released,"There is no right or wrong, only fun and boring",Hackers,6.2,400,en,English,US,United States of America,Fall,0,0,Non-nominee,9012,Jonny Lee Miller,1978,Iain Softley,"Action, Crime, Thriller, Drama","female nudity, hacker, nudity, computer virus, virtual reality, computer, sexual fantasy, prank, internet, cyberpunk, teenager, new york city, secret service, computer hacker, dream sequence","United Artists, Suftley",1995,9,3,1991-2000
25000000.0,10431,18.9,2007-08-24,40452643.0,103,Released,Vengeance is the ultimate weapon.,War,6.0,400,en,English,US,United States of America,Summer,0,0,Non-nominee,1336,Jet Li,65190,Philip G. Atwell,"Action, Thriller, Crime","fbi, revenge, fbi agent","Mosaic Media Group, Current Entertainment, Lionsgate, Fierce Entertainment, Province of British Columbia Production Services Tax Credit, Rogue Films",2007,8,4,2001-2010
34000000.0,10436,9.1,1993-09-17,32255440.0,139,Released,In a world of tradition. In an age of innocence. They dared to break the rules.,The Age of Innocence,7.0,200,en,English,US,United States of America,Fall,0,0,Non-nominee,11856,Daniel Day-Lewis,1032,Martin Scorsese,"Drama, Romance","upper class, new york, lover, countess, lawyer, 19th century",Columbia Pictures,1993,9,4,1991-2000
28000000.0,10439,18.7,1993-07-16,39514713.0,96,Released,It's just a bunch of Hocus Pocus.,Hocus Pocus,6.4,500,en,English,US,United States of America,Summer,0,0,Non-nominee,73931,Bette Midler,65310,Kenny Ortega,"Comedy, Family, Fantasy","witch, halloween, salem, trick or treating, spellcasting",Walt Disney Pictures,1993,7,4,1991-2000
63600000.0,10461,4.5,2000-10-06,19412993.0,102,Released,The Truth Hurts,Get Carter,4.8,100,en,English,US,United States of America,Fall,0,0,Non-nominee,16483,Sylvester Stallone,56435,Stephen T. Kay,"Action, Drama, Thriller, Crime","ritual, pornographic video, car crash, dvd","Franchise Pictures, Warner Bros., Morgan Creek Productions, The Canton Company",2000,10,4,2001-2010
43000000.0,10468,5.4,2000-04-06,0.0,103,Released,The Life of the Party... before she got a life.,28 Days,6.0,200,en,English,US,United States of America,Spring,0,0,Non-nominee,18277,Sandra Bullock,31024,Betty Thomas,"Comedy, Drama","alcoholism, urteil, car crash, wedding, withdrawal, woman director",Columbia Pictures,2000,4,3,2001-2010
11000000.0,10471,9.3,2000-01-12,59827328.0,98,Released,The suburbs make the hood look good.,Next Friday,6.4,100,en,English,US,United States of America,Winter,0,0,Non-nominee,9778,Ice Cube,52112,Steve Carr,Comedy,"prison, repayment, gang war, boy gang, revenge, escape from prison, escape, los angeles, gang member, mexican american, cholo",New Line Cinema,2000,1,2,2001-2010
9000000.0,10472,3.3,2000-01-21,0.0,91,Released,A new comedy about giving first love a second chance.,Down to You,4.9,100,en,English,US,United States of America,Winter,0,0,Non-nominee,33260,Freddie Prinze Jr.,65627,Kris Isacsson,"Comedy, Drama, Family, Romance","lovesickness, new love, love of one's life, relocation, man-woman relation, love",Miramax Films,2000,1,4,2001-2010
8000000.0,10476,6.4,2005-07-22,23563727.0,116,Released,The music will inspire them. The dream will unite them. This summer get crunk.,Hustle & Flow,6.9,100,en,English,US,United States of America,Summer,0,0,Non-nominee,18288,Terrence Howard,53267,Craig Brewer,Drama,"rap music, hip-hop, baby, midlife crisis, drug dealer, career, musical, rapper, independent film",MTV Films,2005,7,4,2001-2010
94000000.0,10477,8.5,2001-04-27,54744738.0,116,Released,Get ready for the race of your life.,Driven,4.5,200,en,English,AU,Australia,Spring,0,0,Non-nominee,65561,Kip Pardue,16938,Renny Harlin,Action,"competition, running, career, idol, racing car","Epsilon Motion Pictures, Franchise Pictures, Trackform Film Productions, Mel's Cite du Cinema",2001,4,4,2001-2010
45000000.0,10478,10.7,1996-08-16,53854588.0,135,Released,Golf Pro. Love Amateur.,Tin Cup,5.9,100,en,English,US,United States of America,Summer,0,0,Non-nominee,1269,Kevin Costner,4037,Ron Shelton,"Comedy, Drama, Romance","lover (female), golf, man-woman relation, sport, woman between two men","Regency Enterprises, Warner Bros.",1996,8,4,1991-2000
24000000.0,10480,3.6,2000-09-08,0.0,108,Released,She's chasing a dream... they're chasing her.,Nurse Betty,5.9,100,en,English,DE,Germany,Fall,0,0,Non-nominee,9137,Renée Zellweger,58689,Neil LaBute,"Comedy, Crime, Thriller","independent film, native american, violence, soap opera, used car dealer, nurse uniform, female bartender, tv production, heart specialist, formosa cafe hollywood, tv writer, murderer duo","Gramercy Pictures, USA Films, Intermedia",2000,9,4,2001-2010
85000000.0,10481,9.9,2000-10-07,183611771.0,100,Released,Meet Two Unlikely Heroes With A Bone To Pick.,102 Dalmatians,5.1,300,en,English,US,United States of America,Fall,0,0,Non-nominee,515,Glenn Close,15775,Kevin Lima,"Comedy, Family","london england, prison, release from prison, women's prison, society for the prevention of cruelty to animals, puppy, pelz, dog, dalmatian","Walt Disney Pictures, Cruella Productions",2000,10,5,2001-2010
45000000.0,10483,42.6,2008-08-22,73762516.0,105,Released,Get ready for a killer race.,Death Race,6.0,1200,en,English,GB,United Kingdom,Summer,0,0,Non-nominee,976,Jason Statham,4014,Paul W.S. Anderson,"Action, Thriller, Science Fiction","car race, dystopia, matter of life and death, prison guard, car set on fire, escape from prison, exploding building, vehicle combat, car crash, violence","Universal Pictures, Cruise/Wagner Productions, Impact Pictures, Relativity Media, Scion Films, H2S2 Filmproduktionsgesellschaft",2008,8,4,2001-2010
37000000.0,10488,14.4,2008-04-03,100076342.0,96,Released,Your adventure starts here.,Nim's Island,5.6,300,en,English,US,United States of America,Spring,0,0,Non-nominee,17140,Abigail Breslin,66218,Jennifer Flackett,"Adventure, Comedy, Family, Fantasy","fictional place, exotic island, shipwreck, cruise, volcano, e-mail, liana, daughter, turtle, author, talking animal, pirate, woman director, iguana, sea lion",Walden Media,2008,4,3,2001-2010
10000000.0,10490,6.7,1999-07-23,10571408.0,98,Released,The battle between the good and the bad is bound to get ugly.,Drop Dead Gorgeous,6.4,100,en,English,US,United States of America,Summer,0,0,Non-nominee,205,Kirsten Dunst,59412,Michael Patrick Jann,Comedy,"minnesota, mother role, beauty contest, girl from the province, hicktown, evil mother, mother daughter relationship, envy, pretty woman, mocumentary","New Line Cinema, Capella International, KC Medien AG",1999,7,4,1991-2000
0.0,10496,1.5,1999-10-22,10.0,91,Released,They will suck you dry,Bats,4.1,0,en,English,US,United States of America,Fall,0,0,Non-nominee,38560,Lou Diamond Phillips,65420,Louis Morneau,"Horror, Thriller","mutation, bat, attack, closed mine, bat attack, boy eaten",Destination Films,1999,10,4,1991-2000
95000000.0,10501,37.1,2000-03-31,76432727.0,89,Released,They came for the gold... they stayed for the adventure.,The Road to El Dorado,7.0,900,en,English,US,United States of America,Spring,0,0,Non-nominee,11181,Kenneth Branagh,27005,Don Michael Paul,"Adventure, Animation, Comedy, Family","gold, horse, sword fight","DreamWorks SKG, DreamWorks Animation",2000,3,4,2001-2010
6500000.0,10514,12.5,1971-03-12,12376563.0,131,Released,The picture runs 130 minutes!... The story covers 96 of the most critical hours in man's history!... The suspense will last through your lifetime!,The Andromeda Strain,7.0,200,en,English,US,United States of America,Spring,0,0,Non-nominee,65505,Arthur Hill,1744,Robert Wise,"Science Fiction, Thriller","nasa, new mexico, biological weapon, epilepsy, secret lab, alien phenomenons, chemistry, biology, suspense, nuclear threat, science",Universal Pictures,1971,3,4,1971-1990
30000000.0,10521,33.4,2009-01-09,114663461.0,89,Released,May the best bride win,Bride Wars,5.9,900,en,English,US,United States of America,Winter,0,0,Non-nominee,1813,Anne Hathaway,17046,Gary Winick,Comedy,"bride, friendship, engagement, rivalry, wedding, family feud","Dune Entertainment, Regency Enterprises, Fox 2000 Pictures, Dune Entertainment III, New Regency Pictures, Sunrise Entertainment (II), Biride Productions",2009,1,4,2001-2010
25100000.0,10523,10.4,2008-10-17,29506464.0,131,Released,A life misunderestimated.,W.,6.1,100,en,English,US,United States of America,Fall,0,0,Non-nominee,16851,Josh Brolin,1152,Oliver Stone,"Drama, History","usa, white house, usa president, george w. bush, president, iraq war","Ixtlan Productions, Emperor Motion Pictures, Global Entertainment Group",2008,10,4,2001-2010
150000000.0,10527,44.1,2008-10-30,603900354.0,89,Released,Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1800,en,English,US,United States of America,Fall,0,0,Non-nominee,7399,Ben Stiller,18863,Eric Darnell,"Family, Animation","africa, jealousy, dance, hunger, lion, zoo, hippopotamus, chimp, penguin, volcano, madagascar, airplane, zebra, sequel, shark, imax, duringcreditsstinger",DreamWorks Animation,2008,10,3,2001-2010
90000000.0,10528,57.8,2009-12-23,524028679.0,128,Released,Nothing escapes him.,Sherlock Holmes,7.0,5800,en,English,DE,Germany,Winter,0,0,Non-nominee,3223,Robert Downey Jr.,956,Guy Ritchie,"Action, Adventure, Crime, Mystery","detective, scotland yard, coffin, black magic, arrest, partner, sherlock holmes, murder, steampunk, pentagram, clue","Village Roadshow Pictures, Silver Pictures, Warner Bros., Internationale Filmproduktion Blackbird Dritte, Wigram Productions",2009,12,2,2001-2010
55000000.0,10530,47.8,1995-06-14,346079773.0,81,Released,An American legend comes to life.,Pocahontas,6.7,1500,en,English,US,United States of America,Summer,0,0,Non-nominee,65529,Irene Bedard,65530,Mike Gabriel,"Adventure, Animation, Drama, Family","culture clash, settler, forbidden love, colony, musical, gold rush, princess, romance, native american, animation, virginia, star crossed lovers, reference to pizarro, jamestown virginia, pug dog, cross cultural relationship, musket, animate tree, indian chief, based on folk tale, 17th century, shamanism, songs, indians vs. settlers, animal sidekick, powhatan, land claim","Walt Disney Pictures, Walt Disney Feature Animation",1995,6,2,1991-2000
50000000.0,10533,7.4,1995-10-13,10382407.0,135,Released,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,5.5,100,en,English,US,United States of America,Fall,0,0,Non-nominee,3416,Demi Moore,8965,Roland Joffé,"Drama, History, Romance","based on novel, burning of witches, puritan, pregnancy, period drama, extramarital affair","Hollywood Pictures, Cinergi Pictures Entertainment",1995,10,4,1991-2000
18000000.0,10535,11.2,1996-05-24,0.0,81,Released,All the action. All the women. Half the intelligence.,Spy Hard,4.9,100,en,English,US,United States of America,Spring,0,0,Non-nominee,7633,Leslie Nielsen,65548,Rick Friedberg,"Action, Comedy","atomic bomb, spoof, james bond spoof",Hollywood Pictures,1996,5,4,1991-2000
38000000.0,10537,10.8,1991-03-01,34416893.0,140,Released,"The Ultimate Story of Sex, Drugs & Rock 'N' Roll",The Doors,6.7,300,en,English,US,United States of America,Spring,0,0,Non-nominee,5576,Val Kilmer,1152,Oliver Stone,"Drama, Music","hippie, poetry, sex, rock and roll, nudity, hallucination, wilderness, airplane, musical, addicted, joint, organ, lsd, biography, alcoholism, the doors, car crash, singer, drug, music band, flashback, blood ritual","Imagine Entertainment, Ixtlan Productions, Carolco Pictures, Bill Graham Films",1991,3,4,1991-2000
75000000.0,10555,47.1,2004-09-20,367275019.0,90,Released,The story of what happens when one little fish tells a great white lie...,Shark Tale,5.8,1600,en,English,US,United States of America,Fall,0,0,Non-nominee,2888,Will Smith,12058,Vicky Jenson,"Animation, Action, Comedy, Family","fish, hero, mission of murder, threat to death, secret love, animation, shark, woman director","DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",2004,9,0,2001-2010
3800000.0,10557,3.7,1999-05-14,28200000.0,97,Released,"A comedy of families, a chip shop... and a very randy dog.",East Is East,6.5,100,en,English,GB,United Kingdom,Spring,0,0,Non-nominee,11851,Om Puri,65865,Damien O'Donnell,Comedy,"islam, hippie, father son relationship, muslim, jealousy, tradition, culture clash, religious education, modern society, pakistani, daughter, faith, integration, cultural difference","BBC, Assassin Films, Film4",1999,5,4,1991-2000
31000000.0,10559,19.3,2000-04-28,68106245.0,118,Released,The future is listening.,Frequency,7.0,500,en,English,US,United States of America,Spring,0,0,Non-nominee,6065,Dennis Quaid,17812,Gregory Hoblit,"Crime, Drama, Science Fiction, Thriller","new york, mother, detective, baseball, radio, firemen, future, time, race against time, investigation, father, history, murder, paranormal, rescue, family relationships, escape, crime, explosion, flashback, phenomenon, amateur radio, aurora borealis, altering history",New Line Cinema,2000,4,4,2001-2010
18000000.0,10560,7.0,2000-05-12,17200925.0,115,Released,Life doesn't hold tryouts.,Center Stage,6.8,100,en,English,US,United States of America,Spring,0,0,Non-nominee,65871,Amanda Schull,55476,Nicholas Hytner,"Drama, Music","new york, competition, dancer, dance, ball, career, ballet dancer, music, entrance examination, ballet, dance teacher",Columbia Pictures,2000,5,4,2001-2010
20000000.0,10563,7.6,1999-10-22,0.0,98,Released,All's fair in the war of love.,Three to Tango,5.4,100,en,English,AU,Australia,Fall,0,0,Non-nominee,14408,Matthew Perry,66039,Damon Santostefano,"Comedy, Romance","gay, dance, architect, artist, tango, business man, spying, partnership, chief executive officer, deception, business partner, affair","Village Roadshow Pictures, Warner Bros.",1999,10,4,1991-2000
15000000.0,10564,6.9,2000-04-27,33771174.0,120,Released,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,Where the Heart Is,6.9,200,en,English,US,United States of America,Spring,0,0,Non-nominee,524,Natalie Portman,34481,Matt Williams,"Comedy, Drama, Romance","california, baby, supermarket, oklahoma, pregnancy and birth, pregnant minor, change, tennessee, unwillingly pregnant, teenage pregnancy, starting over","Twentieth Century Fox Film Corporation, Wind Dancer Films",2000,4,3,2001-2010
127500000.0,10567,26.5,2000-05-19,354248063.0,82,Released,You have never seen anything like this.,Dinosaur,6.2,500,en,English,US,United States of America,Spring,0,0,Non-nominee,61962,D. B. Sweeney,65855,Ralph Zondag,"Animation, Family","cataclysm, asteroid, leader, comet, animation, prehistoric, prehistoric egg, dinosaur, nesting grounds, prehistoric creature, prehistoric adventure, lemur, prehistoric times","Walt Disney Pictures, Walt Disney Feature Animation",2000,5,4,2001-2010
0.0,10569,11.4,2000-05-19,0.0,94,Released,They took a bite out of crime,Small Time Crooks,6.4,200,en,English,US,United States of America,Spring,0,0,Non-nominee,1243,Woody Allen,1243,Woody Allen,"Action, Comedy, Crime","bank, restaurant, role of women, bank robber, wife, pizzeria, pizza, keks, independent film, bank robbery, hoodlum",DreamWorks SKG,2000,5,4,2001-2010
